"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.33409781591476e-06,0.415835199936105,0.402,0.221,0.0477673118026956,"3","CCP110"
1.90900780800973e-05,0.415796322810059,0.442,0.257,0.390678447909192,"3","TMA16"
2.96479458761212e-08,0.415781118846672,0.915,0.645,0.00060674521235482,"3","MBD2"
9.97647587746009e-05,0.415739078397689,0.296,0.17,1,"3","CMPK2"
2.86242070046683e-07,0.415730247403408,0.864,0.633,0.00585794396350536,"3","CDC123"
4.73470199491288e-07,0.415355185039926,0.432,0.227,0.00968956763258921,"3","OAS3"
5.74496332728103e-08,0.414973876888923,0.693,0.404,0.00117570674492806,"3","TMEM126A"
1.17382550568479e-07,0.41491000424696,0.442,0.225,0.00240223389738392,"3","ZDHHC16"
7.6896466971732e-10,0.414614791071854,0.94,0.802,1.5736861965765e-05,"3","PEBP1"
7.97754489134661e-08,0.414352601509431,0.648,0.368,0.00163260456201408,"3","MED30"
0.000273867365436331,0.414223830814657,0.367,0.223,1,"3","RPS6KA4"
2.77957878935808e-08,0.413856073418537,0.889,0.694,0.000568840799242132,"3","GLO1"
2.52662335498144e-11,0.413812146336952,0.99,0.838,5.17073469596951e-07,"3","XRCC6"
6.12785244782366e-05,0.413716194891917,0.342,0.195,1,"3","ACAD8"
5.50187247005951e-06,0.413609802401166,0.402,0.218,0.112595820099768,"3","RMND1"
2.92299316411171e-05,0.413574055485451,0.513,0.316,0.598190551035461,"3","PDCL3"
2.44420200383733e-05,0.413539407166284,0.432,0.264,0.500205940085309,"3","TEX14"
5.53963357083909e-05,0.413491042793929,0.477,0.303,1,"3","INSIG1"
1.81607738376499e-05,0.413265823020241,0.322,0.172,0.371660236587505,"3","TELO2"
1.07944342353505e-09,0.413058405628637,0.327,0.139,2.20908096626449e-05,"3","KIF15"
7.94221739131018e-06,0.412889695961656,0.678,0.44,0.162537478913163,"3","IFI35"
0.000127145425316222,0.412402522529311,0.357,0.208,1,"3","RCN1"
0.000129380046328453,0.41237667056225,0.337,0.198,1,"3","MYBBP1A"
2.35290761163576e-06,0.412233639654706,0.668,0.425,0.0481522542721258,"3","ZNF511"
2.2782442599123e-11,0.412205493607523,0.98,0.862,4.66242687791052e-07,"3","LSM7"
3.82493903217096e-09,0.412152485686364,0.915,0.677,7.82773772933787e-05,"3","SYNCRIP"
4.50750547997814e-14,0.411876020017403,1,0.918,9.22460996477525e-10,"3","NDUFB11"
1.90819884338111e-08,0.411665934829534,0.603,0.319,0.000390512893297945,"3","RAVER1"
8.08855154061927e-05,0.411299297019428,0.302,0.168,1,"3","EEF1AKMT1"
1.94784030460582e-07,0.411148860464279,0.342,0.163,0.00398625518337581,"3","EXOSC2"
5.28617831729861e-08,0.411127872283376,0.834,0.556,0.00108181639263516,"3","MRPL3"
0,0.411073726478363,1,0.986,0,"3","SH3BGRL3"
2.23036504820584e-08,0.410930076271386,0.819,0.54,0.000456444207115325,"3","POLR2K"
4.69651910695035e-08,0.410681421786392,0.442,0.227,0.000961142635237389,"3","NBEAL2"
1.8544958901856e-08,0.410546381178628,0.935,0.75,0.000379522583926484,"3","TUFM"
8.68537022746807e-07,0.410408143575406,0.698,0.427,0.0177746101705134,"3","PAGR1"
1.14669629347475e-09,0.410363429880038,0.975,0.807,2.34671396459607e-05,"3","EIF3I"
1.00361001287297e-06,0.410339164482337,0.623,0.376,0.0205388789134453,"3","C1orf131"
7.13420954556732e-06,0.410131504628862,0.528,0.318,0.146001598350035,"3","TRMT1"
9.46256502043497e-08,0.410019741783728,0.799,0.545,0.00193651393143202,"3","NUP210"
2.30948593582525e-12,0.409737231222234,0.995,0.896,4.72636296766638e-08,"3","ATP5IF1"
5.85588703083673e-07,0.409714627178101,0.688,0.438,0.0119840728086074,"3","TARS"
2.19910277166058e-06,0.409263347011865,0.809,0.57,0.0450046382220337,"3","PSMD11"
1.01327344759206e-06,0.409258939538586,0.538,0.312,0.0207366411049714,"3","EMG1"
9.36645797988689e-06,0.408882220584866,0.442,0.254,0.191684562558385,"3","ARMC6"
3.03096794338487e-05,0.408668443512133,0.387,0.222,0.620287589613713,"3","PLA2G12A"
3.63503893652251e-10,0.408100147247885,0.92,0.675,7.43910718359331e-06,"3","SF3A2"
9.77606535923492e-06,0.407829041086231,0.437,0.244,0.200067177576743,"3","SPOUT1"
2.7943230658245e-06,0.40778495429827,0.593,0.357,0.0571858215420984,"3","TRIAP1"
8.57261709619195e-07,0.406947055893617,0.261,0.122,0.0175438608873568,"3","MAST2"
0,0.406286130911044,1,0.948,0,"3","SET"
1.61758620054187e-07,0.405931043092223,0.367,0.179,0.00331039015940893,"3","BNIP1"
9.52933124853672e-07,0.405764867671144,0.709,0.462,0.0195017764001304,"3","IDI1"
9.82405688354504e-07,0.405392155179635,0.789,0.53,0.0201049324121749,"3","COA3"
6.11550929576765e-05,0.405238539695858,0.467,0.281,1,"3","ZNF622"
6.39678778124875e-06,0.404472975067528,0.442,0.249,0.130910261943256,"3","METTL21A"
3.5986985102987e-07,0.404419880126999,0.693,0.431,0.0073647365013263,"3","PRELID3B"
2.88663454472982e-06,0.404179424477566,0.704,0.509,0.0590749759578957,"3","GZMB"
2.47327581970325e-06,0.403860155733485,0.628,0.385,0.0506155896502269,"3","TMEM126B"
3.4045251728898e-07,0.403828804772586,0.513,0.287,0.00696736076631899,"3","ARHGAP10"
5.17300816604838e-06,0.403585399685046,0.362,0.195,0.10586561211818,"3","INIP"
2.53101338349992e-05,0.403472821975007,0.276,0.142,0.51797188893326,"3","RFXAP"
7.59995577581662e-09,0.403378480165107,0.96,0.797,0.000155533094952087,"3","AP2M1"
2.95821755675885e-05,0.403294930682617,0.312,0.168,0.605399222990698,"3","NACC1"
4.49457053797175e-07,0.403276528410287,0.779,0.516,0.00919813860595919,"3","MRPL21"
4.1310792631144e-07,0.403089305347886,0.92,0.702,0.00845425371196362,"3","MFNG"
1.97241539545701e-07,0.402486532718495,0.719,0.426,0.00403654810680276,"3","USP39"
2.72279513158225e-07,0.401349536634666,0.819,0.586,0.00557220023678306,"3","MTCH2"
1.08290125209187e-05,0.401066662796095,0.633,0.401,0.221615741240602,"3","PITHD1"
7.22239992256846e-07,0.400402495554314,0.709,0.44,0.0147806414415363,"3","STT3A"
3.90209531575536e-07,0.400219177510834,0.528,0.289,0.00798563806369335,"3","UPF1"
2.46775933021581e-11,0.399836566726025,0.965,0.843,5.05026946928666e-07,"3","PSMA6"
8.07674889502508e-06,0.399389868385714,0.347,0.182,0.165290666136688,"3","DVL2"
9.00580470863943e-07,0.399074616264921,0.447,0.24,0.0184303793362306,"3","CHID1"
3.07039003111242e-08,0.399050505899053,0.945,0.738,0.000628355319867158,"3","RPN1"
3.06865644006393e-13,0.398749835295265,1,0.983,6.28000540459084e-09,"3","FTL"
0.000168693679625243,0.398451005327007,0.256,0.138,1,"3","FAM89B"
3.5527136788005e-15,0.398417036306082,1,0.947,7.27062854366523e-11,"3","PSMB8"
2.18269846641306e-13,0.398392607231266,0.995,0.929,4.46689241151432e-09,"3","UBL5"
8.01576605091725e-09,0.397994105431325,0.804,0.525,0.000164042652232022,"3","TFRC"
1.78739091929447e-05,0.397916364929412,0.482,0.284,0.365789551633614,"3","LRRC8A"
6.98068720383915e-06,0.397736528608931,0.628,0.388,0.142859763626568,"3","PSMG4"
5.43746773828957e-07,0.397602521425022,0.698,0.436,0.0111277777264096,"3","SMIM15"
1.74881839090091e-05,0.396997657002466,0.497,0.294,0.357895683697871,"3","TCEAL8"
7.61157803452761e-11,0.396852226924615,0.985,0.841,1.55770944476608e-06,"3","NEDD8"
2.01042331520185e-05,0.396835904412353,0.724,0.53,0.411433131456058,"3","MGST3"
8.05258932512487e-06,0.396238846663187,0.558,0.36,0.16479624053868,"3","ANXA1"
1.62296779027127e-05,0.3956389010746,0.638,0.413,0.332140358279015,"3","ELOVL1"
7.93964940459801e-07,0.395532243168497,0.347,0.173,0.0162484925065098,"3","SLC26A6"
1.56632173624605e-05,0.395232549184852,0.704,0.48,0.320547743322753,"3","COMMD8"
1.32605038061229e-11,0.394542908014037,0.97,0.875,2.71376210392305e-07,"3","RBX1"
3.0076492558706e-06,0.393887880470798,0.698,0.441,0.0615515420213919,"3","NBL1"
1.90674155442494e-06,0.393807987080887,0.281,0.135,0.0390214659113064,"3","ARSB"
0.000118592175364807,0.393792379579295,0.291,0.162,1,"3","HCCS"
5.37814726087049e-08,0.393679945349172,0.402,0.203,0.00110063783693715,"3","RFWD3"
6.35854213582032e-05,0.39352716626406,0.538,0.34,1,"3","CHMP1A"
0,0.393251205535942,1,0.947,0,"3","NDUFA13"
2.41907037934475e-06,0.393182534281273,0.704,0.458,0.0495062753132902,"3","POP5"
6.39782974931613e-06,0.392945032813198,0.794,0.551,0.130931585819755,"3","RCN2"
1.35901147002571e-07,0.392823056624672,0.553,0.3,0.00278121697340761,"3","ERAL1"
3.0897950864528e-11,0.392435530075088,0.955,0.827,6.32326564442565e-07,"3","UBE2I"
1.24511797827687e-06,0.392394709772663,0.724,0.459,0.0254813394254361,"3","ELP5"
1.82887820261435e-05,0.392393815696265,0.578,0.355,0.374279924165026,"3","NOL11"
3.8130674395731e-08,0.392128856760435,0.608,0.339,0.000780344251508636,"3","UBE2E3"
6.32140355394384e-07,0.391864413011225,0.538,0.298,0.0129367523731461,"3","TMEM189"
2.64785366965725e-08,0.391812495234518,0.945,0.797,0.000541883253495357,"3","CIB1"
2.9436423359952e-05,0.39180141500635,0.332,0.185,0.602416404061418,"3","POP1"
3.74858233342934e-09,0.391800198177473,0.935,0.727,7.67147374536314e-05,"3","YWHAE"
2.45245852514842e-08,0.391481333921885,0.91,0.699,0.000501895637171623,"3","METTL26"
4.24120292639163e-05,0.391215036967662,0.698,0.477,0.867962178886047,"3","COA6"
0.00023444813414164,0.391040472098798,0.286,0.163,1,"3","ZNF692"
1.9359978331579e-07,0.390546230731611,0.568,0.316,0.00396201956555764,"3","NOL12"
9.19675446908741e-11,0.39029583735331,0.965,0.816,1.88211580209874e-06,"3","CKLF"
1.24586252869818e-06,0.389751261316153,0.784,0.534,0.0254965766498083,"3","HDAC2"
5.21804821573824e-14,0.38947882771287,1,0.967,1.06787356735083e-09,"3","OAZ1"
2.98700128986695e-06,0.389466059969202,0.286,0.14,0.0611289813971272,"3","ZNF317"
4.48945747244522e-09,0.389378702503625,0.95,0.827,9.18767471735915e-05,"3","CCT4"
1.29668920045845e-09,0.389334373543897,0.945,0.798,2.65367444873821e-05,"3","RBM8A"
1.34652433492199e-06,0.389311123899099,0.457,0.25,0.0275566205141786,"3","SURF2"
2.87241934082694e-06,0.389231882350299,0.327,0.165,0.0587840618100233,"3","AP006621.3"
