p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,4.5563315239202735,0.426,0.035,0,11,EGR2
0,4.382985153518809,0.398,0.115,0,11,XCL1
0,4.382937284209348,0.635,0.08,0,11,TNFRSF18
0,4.313861119816828,0.631,0.104,0,11,TNFRSF4
0,4.285471909081974,0.458,0.145,0,11,CRTAM
0,4.237962302374701,0.353,0.081,0,11,IFNG
0,4.098867237658712,0.369,0.048,0,11,GNG8
0,3.9484974130054233,0.369,0.034,0,11,SHF
0,3.8890629127028546,0.41,0.038,0,11,NAB2
0,3.8330206901493877,0.43,0.081,0,11,SDC4
0,3.8261945921105154,0.775,0.283,0,11,MIR155HG
0,3.637864245135737,0.361,0.065,0,11,FASLG
0,3.47383033920479,0.369,0.134,0,11,NFKBID
0,3.4319208374210577,0.277,0.041,0,11,SEMA4A
0,3.2674449116698496,0.402,0.044,0,11,SLC41A2
0,3.2490788241626367,0.606,0.444,0,11,GZMB
0,3.240462395454794,0.345,0.12,0,11,COL6A2
0,3.1944035030520537,0.747,0.19,0,11,PHLDA1
0,3.180543120757798,0.269,0.071,0,11,NR4A2
0,3.051163695901407,0.454,0.107,0,11,PTGIR
